gene_id,entropy
ENSG00000042088,0.0
ENSG00000100764,0.0
ENSG00000140092,0.0
ENSG00000119720,0.0
ENSG00000165929,0.0
ENSG00000260711,0.0
ENSG00000133962,0.0
ENSG00000100796,0.0
ENSG00000258798,0.0
ENSG00000015133,0.0
ENSG00000258875,0.0
ENSG00000119714,0.0
ENSG00000133943,0.0
ENSG00000100784,0.0
ENSG00000258884,0.0
ENSG00000259163,0.0
ENSG00000165914,0.0
ENSG00000198668,0.0
ENSG00000275198,0.0
ENSG00000258586,0.0
ENSG00000259065,0.0
ENSG00000156030,0.0
ENSG00000140009,0.0
ENSG00000126821,0.0
ENSG00000274015,0.0
ENSG00000140006,0.0
ENSG00000261242,0.0
ENSG00000154001,0.0
ENSG00000140015,0.0
ENSG00000139973,0.0
ENSG00000279633,0.0
ENSG00000023608,0.0
ENSG00000258667,0.0
ENSG00000100644,0.0
ENSG00000258777,0.0
ENSG00000232774,0.0
ENSG00000250548,0.0
ENSG00000247287,0.0
ENSG00000054654,0.0
ENSG00000221537,0.0
ENSG00000027075,0.0
ENSG00000214770,0.0
ENSG00000257365,0.0
ENSG00000139998,0.0
ENSG00000176153,0.0
ENSG00000258289,0.0
ENSG00000070182,0.0
ENSG00000126822,0.0
ENSG00000165807,0.0
ENSG00000126803,0.0
ENSG00000259116,0.0
ENSG00000126804,0.0
ENSG00000179841,0.0
ENSG00000089775,0.0
ENSG00000272909,0.0
ENSG00000258824,0.0
ENSG00000100714,0.0
ENSG00000182107,0.0
ENSG00000139974,0.0
ENSG00000259118,0.0
ENSG00000100575,0.0
ENSG00000032219,0.0
ENSG00000166920,0.0
ENSG00000279636,0.0
ENSG00000257621,0.0
ENSG00000258682,0.0
ENSG00000100567,0.0
ENSG00000131966,0.0
ENSG00000139971,0.0
ENSG00000100557,0.0
ENSG00000139977,0.0
ENSG00000053770,0.0
ENSG00000070367,0.0
ENSG00000258592,0.0
ENSG00000259133,0.0
ENSG00000258428,0.0
ENSG00000196860,0.0
ENSG00000100578,0.0
ENSG00000126814,0.0
ENSG00000100592,0.0
ENSG00000020426,0.0
ENSG00000100625,0.0
ENSG00000126778,0.0
ENSG00000258670,0.0
ENSG00000179008,0.0
ENSG00000100614,0.0
ENSG00000254718,0.0
ENSG00000100612,0.0
ENSG00000126773,0.0
ENSG00000258553,0.0
ENSG00000131951,0.0
ENSG00000151838,0.0
ENSG00000050130,0.0
ENSG00000126790,0.0
ENSG00000181619,0.0
ENSG00000125952,0.0
ENSG00000033170,0.0
ENSG00000176903,0.0
ENSG00000205683,0.0
ENSG00000197555,0.0
ENSG00000259146,0.0
ENSG00000269945,0.0
ENSG00000100731,0.0
ENSG00000274818,0.0
ENSG00000275630,0.0
ENSG00000259153,0.0
ENSG00000006432,0.0
ENSG00000133985,0.0
ENSG00000133997,0.0
ENSG00000134007,0.0
ENSG00000139985,0.0
ENSG00000257759,0.0
ENSG00000213463,0.0
ENSG00000133983,0.0
ENSG00000242330,0.0
ENSG00000119599,0.0
ENSG00000198732,0.0
ENSG00000165861,0.0
ENSG00000119661,0.0
ENSG00000258603,0.0
ENSG00000205669,0.0
ENSG00000177465,0.0
ENSG00000279026,0.0
ENSG00000119673,0.0
ENSG00000184227,0.0
ENSG00000170468,0.0
ENSG00000187105,0.0
ENSG00000133961,0.0
ENSG00000258944,0.0
ENSG00000258376,0.0
ENSG00000100767,0.0
ENSG00000080815,0.0
ENSG00000119707,0.0
ENSG00000258422,0.0
ENSG00000100652,0.0
ENSG00000276116,0.0
ENSG00000072121,0.0
ENSG00000100568,0.0
ENSG00000081181,0.0
ENSG00000100564,0.0
ENSG00000054690,0.0
ENSG00000198133,0.0
ENSG00000100558,0.0
ENSG00000134001,0.0
ENSG00000100554,0.0
ENSG00000072415,0.0
ENSG00000172717,0.0
ENSG00000258490,0.0
ENSG00000171723,0.0
ENSG00000196553,0.0
ENSG00000258561,0.0
ENSG00000258502,0.0
ENSG00000072042,0.0
ENSG00000182185,0.0
ENSG00000100650,0.0
ENSG00000258837,0.0
ENSG00000273797,0.0
ENSG00000100647,0.0
ENSG00000175985,0.0
ENSG00000029364,0.0
ENSG00000100632,0.0
ENSG00000100626,0.0
ENSG00000258520,0.0
ENSG00000081177,0.0
ENSG00000258957,0.0
ENSG00000139990,0.0
ENSG00000259062,0.0
ENSG00000072110,0.0
ENSG00000185650,0.0
ENSG00000258623,0.0
ENSG00000259038,0.0
ENSG00000100739,0.0
ENSG00000100744,0.0
ENSG00000185880,0.0
ENSG00000137841,0.0
ENSG00000169105,0.0
ENSG00000140320,0.0
ENSG00000128928,0.0
ENSG00000128944,0.0
ENSG00000140323,0.0
ENSG00000188549,0.0
ENSG00000259330,0.0
ENSG00000279409,0.0
ENSG00000140057,0.0
ENSG00000176753,0.0
ENSG00000137843,0.0
ENSG00000260648,0.0
ENSG00000156970,0.0
ENSG00000104081,0.0
ENSG00000248508,0.0
ENSG00000140319,0.0
ENSG00000259536,0.0
ENSG00000128891,0.0
ENSG00000223313,0.0
ENSG00000166133,0.0
ENSG00000251161,0.0
ENSG00000104142,0.0
ENSG00000274798,0.0
ENSG00000104140,0.0
ENSG00000166145,0.0
ENSG00000261183,0.0
ENSG00000166143,0.0
ENSG00000166140,0.0
ENSG00000188277,0.0
ENSG00000104129,0.0
ENSG00000137880,0.0
ENSG00000137824,0.0
ENSG00000051180,0.0
ENSG00000245849,0.0
ENSG00000137812,0.0
ENSG00000128829,0.0
ENSG00000246863,0.0
ENSG00000166073,0.0
ENSG00000248079,0.0
ENSG00000134146,0.0
ENSG00000198146,0.0
ENSG00000021776,0.0
ENSG00000159251,0.0
ENSG00000250007,0.0
ENSG00000215252,0.0
ENSG00000279092,0.0
ENSG00000175265,0.0
ENSG00000176454,0.0
ENSG00000182117,0.0
ENSG00000140199,0.0
ENSG00000128463,0.0
ENSG00000134152,0.0
ENSG00000182405,0.0
ENSG00000134153,0.0
ENSG00000259519,0.0
ENSG00000259639,0.0
ENSG00000261136,0.0
ENSG00000186073,0.0
ENSG00000150667,0.0
ENSG00000276107,0.0
ENSG00000137801,0.0
ENSG00000259447,0.0
ENSG00000175746,0.0
ENSG00000259345,0.0
ENSG00000274281,0.0
ENSG00000259326,0.0
ENSG00000172575,0.0
ENSG00000171262,0.0
ENSG00000166068,0.0
ENSG00000259380,0.0
ENSG00000236914,0.0
ENSG00000134138,0.0
ENSG00000261191,0.0
ENSG00000128965,0.0
ENSG00000128908,0.0
ENSG00000259617,0.0
ENSG00000223572,0.0
ENSG00000206991,0.0
ENSG00000166762,0.0
ENSG00000242866,0.0
ENSG00000237289,0.0
ENSG00000168781,0.0
ENSG00000166963,0.0
ENSG00000067369,0.0
ENSG00000137822,0.0
ENSG00000140265,0.0
ENSG00000168803,0.0
ENSG00000168806,0.0
ENSG00000104055,0.0
ENSG00000166946,0.0
ENSG00000137842,0.0
ENSG00000159459,0.0
ENSG00000275601,0.0
ENSG00000167004,0.0
ENSG00000140326,0.0
ENSG00000128886,0.0
ENSG00000229474,0.0
ENSG00000140263,0.0
ENSG00000104133,0.0
ENSG00000140279,0.0
ENSG00000259659,0.0
ENSG00000104131,0.0
ENSG00000179523,0.0
ENSG00000259563,0.0
ENSG00000137770,0.0
ENSG00000166734,0.0
ENSG00000171877,0.0
ENSG00000092470,0.0
ENSG00000140259,0.0
ENSG00000242028,0.0
ENSG00000140264,0.0
ENSG00000128881,0.0
ENSG00000159433,0.0
ENSG00000259463,0.0
ENSG00000137877,0.0
ENSG00000168970,0.0
ENSG00000243789,0.0
ENSG00000137802,0.0
ENSG00000174197,0.0
ENSG00000092445,0.0
ENSG00000103932,0.0
ENSG00000062524,0.0
ENSG00000137825,0.0
ENSG00000137815,0.0
ENSG00000137806,0.0
ENSG00000137804,0.0
ENSG00000104147,0.0
ENSG00000247556,0.0
ENSG00000187446,0.0
ENSG00000178997,0.0
ENSG00000138606,0.0
ENSG00000103966,0.0
ENSG00000137814,0.0
ENSG00000278493,0.0
ENSG00000180979,0.0
ENSG00000092531,0.0
ENSG00000201077,0.0
ENSG00000103994,0.0
ENSG00000214013,0.0
ENSG00000103978,0.0
ENSG00000261002,0.0
ENSG00000166887,0.0
ENSG00000140254,0.0
ENSG00000168907,0.0
ENSG00000159337,0.0
ENSG00000188089,0.0
ENSG00000246740,0.0
ENSG00000137857,0.0
ENSG00000259883,0.0
ENSG00000278472,0.0
ENSG00000184984,0.0
ENSG00000169857,0.0
ENSG00000270108,0.0
ENSG00000256053,0.0
ENSG00000126214,0.0
ENSG00000166170,0.0
ENSG00000166166,0.0
ENSG00000260285,0.0
ENSG00000166165,0.0
ENSG00000075413,0.0
ENSG00000272533,0.0
ENSG00000100664,0.0
ENSG00000259775,0.0
ENSG00000278071,0.0
ENSG00000185215,0.0
ENSG00000205436,0.0
ENSG00000198752,0.0
ENSG00000166126,0.0
ENSG00000246451,0.0
ENSG00000269910,0.0
ENSG00000089902,0.0
ENSG00000269958,0.0
ENSG00000179627,0.0
ENSG00000142208,0.0
ENSG00000184990,0.0
ENSG00000185100,0.0
ENSG00000203485,0.0
ENSG00000260792,0.0
ENSG00000066735,0.0
ENSG00000258748,0.0
ENSG00000166183,0.0
ENSG00000156414,0.0
ENSG00000156411,0.0
ENSG00000258534,0.0
ENSG00000088808,0.0
ENSG00000100711,0.0
ENSG00000126215,0.0
ENSG00000131323,0.0
ENSG00000259230,0.0
ENSG00000258811,0.0
ENSG00000197119,0.0
ENSG00000168350,0.0
ENSG00000196405,0.0
ENSG00000066629,0.0
ENSG00000139946,0.0
ENSG00000036530,0.0
ENSG00000182218,0.0
ENSG00000205476,0.0
ENSG00000090061,0.0
ENSG00000272439,0.0
ENSG00000183576,0.0
ENSG00000246223,0.0
ENSG00000100749,0.0
ENSG00000258702,0.0
ENSG00000090060,0.0
ENSG00000260806,0.0
ENSG00000100811,0.0
ENSG00000140105,0.0
ENSG00000156381,0.0
ENSG00000176473,0.0
ENSG00000196663,0.0
ENSG00000100865,0.0
ENSG00000022976,0.0
ENSG00000080823,0.0
ENSG00000140153,0.0
ENSG00000080824,0.0
ENSG00000197102,0.0
ENSG00000272444,0.0
ENSG00000271780,0.0
ENSG00000259088,0.0
ENSG00000078304,0.0
ENSG00000258512,0.0
ENSG00000225746,0.0
ENSG00000214548,0.0
ENSG00000183092,0.0
ENSG00000258701,0.0
ENSG00000258593,0.0
ENSG00000259287,0.0
ENSG00000187951,0.0
ENSG00000260693,0.0
ENSG00000270055,0.0
ENSG00000186399,0.0
ENSG00000166664,0.0
ENSG00000279417,0.0
ENSG00000225930,0.0
ENSG00000259523,0.0
ENSG00000259644,0.0
ENSG00000104067,0.0
ENSG00000256802,0.0
ENSG00000185115,0.0
ENSG00000034053,0.0
ENSG00000188626,0.0
ENSG00000128731,0.0
ENSG00000182256,0.0
ENSG00000247728,0.0
ENSG00000198690,0.0
ENSG00000261529,0.0
ENSG00000166912,0.0
ENSG00000259408,0.0
ENSG00000276702,0.0
ENSG00000198838,0.0
ENSG00000248905,0.0
ENSG00000166923,0.0
ENSG00000166922,0.0
ENSG00000198826,0.0
ENSG00000232653,0.0
ENSG00000262728,0.0
ENSG00000276724,0.0
ENSG00000249931,0.0
ENSG00000279912,0.0
ENSG00000175344,0.0
ENSG00000169918,0.0
ENSG00000169926,0.0
ENSG00000166206,0.0
ENSG00000114062,0.0
ENSG00000099814,0.0
ENSG00000182809,0.0
ENSG00000137860,0.0
ENSG00000251602,0.0
ENSG00000279495,0.0
ENSG00000179364,0.0
ENSG00000184887,0.0
ENSG00000185024,0.0
ENSG00000183828,0.0
ENSG00000184916,0.0
ENSG00000280244,0.0
ENSG00000257556,0.0
ENSG00000183484,0.0
ENSG00000170779,0.0
ENSG00000140104,0.0
ENSG00000185567,0.0
ENSG00000166428,0.0
ENSG00000182979,0.0
ENSG00000213145,0.0
ENSG00000280234,0.0
ENSG00000185347,0.0
ENSG00000224078,0.0
ENSG00000185823,0.0
ENSG00000179455,0.0
ENSG00000261739,0.0
ENSG00000275835,0.0
ENSG00000273749,0.0
ENSG00000140157,0.0
ENSG00000170113,0.0
ENSG00000274253,0.0
ENSG00000279595,0.0
ENSG00000260986,0.0
ENSG00000278935,0.0
ENSG00000258410,0.0
ENSG00000211891,0.0
ENSG00000184986,0.0
ENSG00000070269,0.0
ENSG00000131981,0.0
ENSG00000126777,0.0
ENSG00000265745,0.0
ENSG00000204899,0.0
ENSG00000206922,0.0
ENSG00000276644,0.0
ENSG00000184226,0.0
ENSG00000227674,0.0
ENSG00000083544,0.0
ENSG00000223815,0.0
ENSG00000227528,0.0
ENSG00000136100,0.0
ENSG00000139734,0.0
ENSG00000277448,0.0
ENSG00000165416,0.0
ENSG00000273723,0.0
ENSG00000139675,0.0
ENSG00000235660,0.0
ENSG00000136108,0.0
ENSG00000136122,0.0
ENSG00000083520,0.0
ENSG00000083535,0.0
ENSG00000199381,0.0
ENSG00000005810,0.0
ENSG00000005812,0.0
ENSG00000102805,0.0
ENSG00000178695,0.0
ENSG00000228444,0.0
ENSG00000136153,0.0
ENSG00000261105,0.0
ENSG00000261553,0.0
ENSG00000118939,0.0
ENSG00000188243,0.0
ENSG00000136111,0.0
ENSG00000226240,0.0
ENSG00000279463,0.0
ENSG00000118922,0.0
ENSG00000102554,0.0
ENSG00000278238,0.0
ENSG00000136114,0.0
ENSG00000186615,0.0
ENSG00000136144,0.0
ENSG00000198553,0.0
ENSG00000204977,0.0
ENSG00000231607,0.0
ENSG00000123178,0.0
ENSG00000102753,0.0
ENSG00000123179,0.0
ENSG00000152213,0.0
ENSG00000136147,0.0
ENSG00000271564,0.0
ENSG00000136169,0.0
ENSG00000102547,0.0
ENSG00000102543,0.0
ENSG00000199788,0.0
ENSG00000201662,0.0
ENSG00000102531,0.0
ENSG00000275202,0.0
ENSG00000208006,0.0
ENSG00000176124,0.0
ENSG00000274270,0.0
ENSG00000186047,0.0
ENSG00000136098,0.0
ENSG00000197168,0.0
ENSG00000253797,0.0
ENSG00000253710,0.0
ENSG00000123191,0.0
ENSG00000281106,0.0
ENSG00000231856,0.0
ENSG00000102796,0.0
ENSG00000139668,0.0
ENSG00000236778,0.0
ENSG00000102786,0.0
ENSG00000253309,0.0
ENSG00000150510,0.0
ENSG00000136104,0.0
ENSG00000233672,0.0
ENSG00000236051,0.0
ENSG00000136155,0.0
ENSG00000234377,0.0
ENSG00000043355,0.0
ENSG00000102452,0.0
ENSG00000125247,0.0
ENSG00000224356,0.0
ENSG00000134864,0.0
ENSG00000234650,0.0
ENSG00000175198,0.0
ENSG00000274605,0.0
ENSG00000139800,0.0
ENSG00000233379,0.0
ENSG00000227659,0.0
ENSG00000125246,0.0
ENSG00000125304,0.0
ENSG00000203441,0.0
ENSG00000280734,0.0
ENSG00000169508,0.0
ENSG00000125245,0.0
ENSG00000198542,0.0
ENSG00000102466,0.0
ENSG00000272143,0.0
ENSG00000134900,0.0
ENSG00000275216,0.0
ENSG00000236242,0.0
ENSG00000041515,0.0
ENSG00000102524,0.0
ENSG00000139826,0.0
ENSG00000174405,0.0
ENSG00000134884,0.0
ENSG00000274204,0.0
ENSG00000125266,0.0
ENSG00000233532,0.0
ENSG00000134899,0.0
ENSG00000134897,0.0
ENSG00000134901,0.0
ENSG00000151287,0.0
ENSG00000175820,0.0
ENSG00000134882,0.0
ENSG00000228889,0.0
ENSG00000260992,0.0
ENSG00000134874,0.0
ENSG00000125257,0.0
ENSG00000152749,0.0
ENSG00000088451,0.0
ENSG00000215417,0.0
ENSG00000272046,0.0
ENSG00000223404,0.0
ENSG00000165300,0.0
ENSG00000272515,0.0
ENSG00000228824,0.0
ENSG00000184564,0.0
ENSG00000136158,0.0
ENSG00000102471,0.0
ENSG00000227354,0.0
ENSG00000139746,0.0
ENSG00000152193,0.0
ENSG00000223298,0.0
ENSG00000247400,0.0
ENSG00000088387,0.0
ENSG00000102580,0.0
ENSG00000088386,0.0
ENSG00000224418,0.0
ENSG00000102572,0.0
ENSG00000231194,0.0
ENSG00000269189,0.0
ENSG00000139797,0.0
ENSG00000152767,0.0
ENSG00000065150,0.0
ENSG00000276704,0.0
ENSG00000276573,0.0
ENSG00000125249,0.0
ENSG00000139793,0.0
ENSG00000233124,0.0
ENSG00000102595,0.0
ENSG00000276809,0.0
ENSG00000274929,0.0
ENSG00000136161,0.0
ENSG00000139679,0.0
ENSG00000139517,0.0
ENSG00000102755,0.0
ENSG00000152520,0.0
ENSG00000261485,0.0
ENSG00000122025,0.0
ENSG00000139515,0.0
ENSG00000247381,0.0
ENSG00000186184,0.0
ENSG00000122033,0.0
ENSG00000277151,0.0
ENSG00000122034,0.0
ENSG00000122035,0.0
ENSG00000122026,0.0
ENSG00000275294,0.0
ENSG00000232162,0.0
ENSG00000152484,0.0
ENSG00000132970,0.0
ENSG00000132963,0.0
ENSG00000139508,0.0
ENSG00000139514,0.0
ENSG00000122042,0.0
ENSG00000281026,0.0
ENSG00000244754,0.0
ENSG00000139597,0.0
ENSG00000139618,0.0
ENSG00000073910,0.0
ENSG00000237637,0.0
ENSG00000187676,0.0
ENSG00000120694,0.0
ENSG00000132965,0.0
ENSG00000132952,0.0
ENSG00000189403,0.0
ENSG00000279149,0.0
ENSG00000238121,0.0
ENSG00000102781,0.0
ENSG00000224511,0.0
ENSG00000132964,0.0
ENSG00000127870,0.0
ENSG00000180730,0.0
ENSG00000233851,0.0
ENSG00000132953,0.0
ENSG00000150456,0.0
ENSG00000172458,0.0
ENSG00000278291,0.0
ENSG00000222726,0.0
ENSG00000032742,0.0
ENSG00000165475,0.0
ENSG00000165474,0.0
ENSG00000121743,0.0
ENSG00000279951,0.0
ENSG00000121741,0.0
ENSG00000275964,0.0
ENSG00000223576,0.0
ENSG00000132950,0.0
ENSG00000121390,0.0
ENSG00000150457,0.0
ENSG00000150459,0.0
ENSG00000132932,0.0
ENSG00000165480,0.0
ENSG00000139496,0.0
ENSG00000139505,0.0
ENSG00000165566,0.0
ENSG00000151849,0.0
ENSG00000075673,0.0
ENSG00000102699,0.0
ENSG00000182957,0.0
ENSG00000027001,0.0
ENSG00000127863,0.0
ENSG00000151835,0.0
ENSG00000165487,0.0
ENSG00000236953,0.0
ENSG00000180776,0.0
ENSG00000224429,0.0
ENSG00000173141,0.0
ENSG00000083642,0.0
ENSG00000133116,0.0
ENSG00000139687,0.0
ENSG00000083635,0.0
ENSG00000174032,0.0
ENSG00000170919,0.0
ENSG00000199477,0.0
ENSG00000133112,0.0
ENSG00000180332,0.0
ENSG00000188342,0.0
ENSG00000133114,0.0
ENSG00000102804,0.0
ENSG00000133121,0.0
ENSG00000227258,0.0
ENSG00000179630,0.0
ENSG00000151773,0.0
ENSG00000233821,0.0
ENSG00000120658,0.0
ENSG00000120675,0.0
ENSG00000133106,0.0
ENSG00000136152,0.0
ENSG00000174015,0.0
ENSG00000123200,0.0
ENSG00000235903,0.0
ENSG00000231473,0.0
ENSG00000136156,0.0
ENSG00000229111,0.0
ENSG00000136146,0.0
ENSG00000276968,0.0
ENSG00000136159,0.0
ENSG00000227848,0.0
ENSG00000136143,0.0
ENSG00000260388,0.0
ENSG00000139684,0.0
ENSG00000136141,0.0
ENSG00000102445,0.0
ENSG00000261097,0.0
ENSG00000173988,0.0
ENSG00000136167,0.0
ENSG00000023516,0.0
ENSG00000102780,0.0
ENSG00000102763,0.0
ENSG00000133107,0.0
ENSG00000102710,0.0
ENSG00000120699,0.0
ENSG00000120697,0.0
ENSG00000120693,0.0
ENSG00000133111,0.0
ENSG00000133101,0.0
ENSG00000120664,0.0
ENSG00000133104,0.0
ENSG00000242715,0.0
ENSG00000120669,0.0
ENSG00000133083,0.0
ENSG00000172915,0.0
ENSG00000276672,0.0
ENSG00000133119,0.0
ENSG00000236581,0.0
ENSG00000279511,0.0
ENSG00000223685,0.0
ENSG00000102760,0.0
ENSG00000120686,0.0
ENSG00000172766,0.0
ENSG00000120662,0.0
ENSG00000120696,0.0
ENSG00000278390,0.0
ENSG00000165572,0.0
ENSG00000120688,0.0
ENSG00000120690,0.0
ENSG00000102743,0.0
ENSG00000102738,0.0
ENSG00000150907,0.0
ENSG00000133103,0.0
ENSG00000183722,0.0
ENSG00000188811,0.0
ENSG00000120685,0.0
ENSG00000150893,0.0
ENSG00000223617,0.0
ENSG00000185950,0.0
ENSG00000279965,0.0
ENSG00000136352,0.0
ENSG00000258708,0.0
ENSG00000258827,0.0
ENSG00000183032,0.0
ENSG00000198807,0.0
ENSG00000258661,0.0
ENSG00000136327,0.0
ENSG00000253563,0.0
ENSG00000151332,0.0
ENSG00000129534,0.0
ENSG00000259104,0.0
ENSG00000100916,0.0
ENSG00000258938,0.0
ENSG00000174373,0.0
ENSG00000168348,0.0
ENSG00000259017,0.0
ENSG00000100906,0.0
ENSG00000151338,0.0
ENSG00000207046,0.0
ENSG00000129514,0.0
ENSG00000139865,0.0
ENSG00000100442,0.0
ENSG00000212615,0.0
ENSG00000185246,0.0
ENSG00000198718,0.0
ENSG00000179454,0.0
ENSG00000179476,0.0
ENSG00000258526,0.0
ENSG00000165355,0.0
ENSG00000258940,0.0
ENSG00000150527,0.0
ENSG00000100941,0.0
ENSG00000259083,0.0
ENSG00000182400,0.0
ENSG00000092208,0.0
ENSG00000100934,0.0
ENSG00000100902,0.0
ENSG00000100890,0.0
ENSG00000279434,0.0
ENSG00000250365,0.0
ENSG00000129493,0.0
ENSG00000257831,0.0
ENSG00000092148,0.0
ENSG00000100478,0.0
ENSG00000196792,0.0
ENSG00000258525,0.0
ENSG00000100473,0.0
ENSG00000092108,0.0
ENSG00000092140,0.0
ENSG00000257636,0.0
ENSG00000184304,0.0
ENSG00000186960,0.0
ENSG00000176165,0.0
ENSG00000257126,0.0
ENSG00000258081,0.0
ENSG00000203546,0.0
ENSG00000129480,0.0
ENSG00000092020,0.0
ENSG00000151413,0.0
ENSG00000151327,0.0
ENSG00000100883,0.0
ENSG00000258738,0.0
ENSG00000251726,0.0
ENSG00000198604,0.0
ENSG00000165410,0.0
ENSG00000129515,0.0
ENSG00000129518,0.0
ENSG00000165389,0.0
ENSG00000129521,0.0
ENSG00000151322,0.0
ENSG00000151320,0.0
ENSG00000202337,0.0
ENSG00000100852,0.0
ENSG00000258655,0.0
ENSG00000187790,0.0
ENSG00000260046,0.0
ENSG00000100445,0.0
ENSG00000100519,0.0
ENSG00000237356,0.0
ENSG00000258731,0.0
ENSG00000100523,0.0
ENSG00000073712,0.0
ENSG00000258698,0.0
ENSG00000100522,0.0
ENSG00000198252,0.0
ENSG00000197930,0.0
ENSG00000258700,0.0
ENSG00000180998,0.0
ENSG00000087301,0.0
ENSG00000125384,0.0
ENSG00000087303,0.0
ENSG00000087302,0.0
ENSG00000186469,0.0
ENSG00000258535,0.0
ENSG00000225680,0.0
ENSG00000235269,0.0
ENSG00000125378,0.0
ENSG00000100526,0.0
ENSG00000126775,0.0
ENSG00000258455,0.0
ENSG00000178974,0.0
ENSG00000258413,0.0
ENSG00000258050,0.0
ENSG00000126787,0.0
ENSG00000259354,0.0
ENSG00000168175,0.0
ENSG00000180008,0.0
ENSG00000198554,0.0
ENSG00000131979,0.0
ENSG00000020577,0.0
ENSG00000100532,0.0
ENSG00000197045,0.0
ENSG00000100528,0.0
ENSG00000139926,0.0
ENSG00000258537,0.0
ENSG00000258479,0.0
ENSG00000100485,0.0
ENSG00000214900,0.0
ENSG00000165527,0.0
