gene_id,gene_type,counts,ratio
ENSG00000164411,protein_coding,12,0.0000%
ENSG00000225156,lncRNA,12,0.0000%
ENSG00000251503,protein_coding,12,0.0000%
ENSG00000121446,protein_coding,12,0.0000%
ENSG00000207392,snoRNA,12,0.0000%
ENSG00000239374,processed_pseudogene,13,0.0000%
ENSG00000213225,transcribed_processed_pseudogene,13,0.0000%
ENSG00000186940,processed_pseudogene,13,0.0000%
ENSG00000271841,snRNA,13,0.0000%
ENSG00000186952,protein_coding,13,0.0000%
ENSG00000247151,lncRNA,13,0.0000%
ENSG00000281469,TEC,13,0.0000%
ENSG00000231780,processed_pseudogene,13,0.0000%
ENSG00000219274,processed_pseudogene,13,0.0000%
ENSG00000188933,transcribed_unprocessed_pseudogene,13,0.0000%
ENSG00000273374,lncRNA,13,0.0000%
ENSG00000170324,protein_coding,13,0.0000%
ENSG00000263904,lncRNA,13,0.0000%
ENSG00000258553,lncRNA,13,0.0000%
ENSG00000228852,lncRNA,13,0.0000%
ENSG00000200755,rRNA_pseudogene,13,0.0000%
ENSG00000162840,processed_pseudogene,13,0.0000%
ENSG00000228049,protein_coding,13,0.0000%
ENSG00000266554,lncRNA,13,0.0000%
ENSG00000265735,misc_RNA,13,0.0000%
ENSG00000242100,processed_pseudogene,13,0.0000%
ENSG00000270547,lncRNA,13,0.0000%
ENSG00000206679,unknow,13,0.0000%
ENSG00000270528,processed_pseudogene,13,0.0000%
ENSG00000273674,lncRNA,13,0.0000%
ENSG00000234769,unprocessed_pseudogene,13,0.0000%
ENSG00000261642,lncRNA,13,0.0000%
ENSG00000182676,protein_coding,13,0.0000%
ENSG00000268658,lncRNA,13,0.0000%
ENSG00000183054,protein_coding,13,0.0000%
ENSG00000223760,unknow,13,0.0000%
ENSG00000265882,misc_RNA,13,0.0000%
ENSG00000265948,lncRNA,13,0.0000%
ENSG00000249014,processed_pseudogene,13,0.0000%
ENSG00000131914,protein_coding,13,0.0000%
ENSG00000187534,processed_pseudogene,13,0.0000%
ENSG00000187736,protein_coding,13,0.0000%
ENSG00000260269,lncRNA,13,0.0000%
ENSG00000226355,lncRNA,13,0.0000%
ENSG00000186919,protein_coding,13,0.0000%
ENSG00000252130,snRNA,13,0.0000%
ENSG00000201813,snRNA,13,0.0000%
ENSG00000230415,lncRNA,13,0.0000%
ENSG00000243789,protein_coding,13,0.0000%
ENSG00000259202,lncRNA,13,0.0000%
ENSG00000231407,lncRNA,13,0.0000%
ENSG00000277420,unknow,13,0.0000%
ENSG00000264091,unknow,13,0.0000%
ENSG00000225062,lncRNA,13,0.0000%
ENSG00000201499,snRNA,13,0.0000%
ENSG00000188467,protein_coding,13,0.0000%
ENSG00000265561,miRNA,13,0.0000%
ENSG00000258274,lncRNA,13,0.0000%
ENSG00000228812,lncRNA,13,0.0000%
ENSG00000072858,protein_coding,13,0.0000%
ENSG00000232346,processed_pseudogene,13,0.0000%
ENSG00000276710,transcribed_unprocessed_pseudogene,13,0.0000%
ENSG00000236274,processed_pseudogene,13,0.0000%
ENSG00000279833,lncRNA,13,0.0000%
ENSG00000280711,lncRNA,13,0.0000%
ENSG00000200095,snRNA,13,0.0000%
ENSG00000182397,transcribed_unprocessed_pseudogene,13,0.0000%
ENSG00000172689,protein_coding,13,0.0000%
ENSG00000268592,lncRNA,13,0.0000%
ENSG00000134489,protein_coding,13,0.0000%
ENSG00000248557,processed_pseudogene,13,0.0000%
ENSG00000245479,lncRNA,13,0.0000%
ENSG00000213830,processed_pseudogene,13,0.0000%
ENSG00000257642,lncRNA,13,0.0000%
ENSG00000223238,rRNA_pseudogene,13,0.0000%
ENSG00000223263,snRNA,13,0.0000%
ENSG00000251891,snRNA,13,0.0000%
ENSG00000278350,unknow,13,0.0000%
ENSG00000214842,protein_coding,13,0.0000%
ENSG00000200224,snRNA,13,0.0000%
ENSG00000178722,lncRNA,13,0.0000%
ENSG00000243289,unprocessed_pseudogene,13,0.0000%
ENSG00000113905,protein_coding,13,0.0000%
ENSG00000228966,processed_pseudogene,13,0.0000%
ENSG00000166507,protein_coding,13,0.0000%
ENSG00000188676,protein_coding,13,0.0000%
ENSG00000258648,processed_pseudogene,13,0.0000%
ENSG00000267373,lncRNA,13,0.0000%
ENSG00000228519,processed_pseudogene,13,0.0000%
ENSG00000223450,processed_pseudogene,13,0.0000%
ENSG00000240216,transcribed_unitary_pseudogene,13,0.0000%
ENSG00000266648,processed_pseudogene,13,0.0000%
ENSG00000281080,unknow,13,0.0000%
ENSG00000167419,protein_coding,13,0.0000%
ENSG00000279962,TEC,13,0.0000%
ENSG00000266627,misc_RNA,13,0.0000%
ENSG00000275207,miRNA,13,0.0000%
ENSG00000258857,lncRNA,13,0.0000%
ENSG00000268758,transcribed_unprocessed_pseudogene,13,0.0000%
ENSG00000278214,lncRNA,13,0.0000%
ENSG00000262213,lncRNA,13,0.0000%
ENSG00000142512,protein_coding,13,0.0000%
ENSG00000281433,unknow,13,0.0000%
ENSG00000177369,lncRNA,13,0.0000%
ENSG00000204117,lncRNA,13,0.0000%
ENSG00000277301,lncRNA,13,0.0000%
ENSG00000280264,unknow,13,0.0000%
ENSG00000264599,unknow,13,0.0000%
ENSG00000251666,lncRNA,13,0.0000%
ENSG00000234807,lncRNA,13,0.0000%
ENSG00000279311,TEC,13,0.0000%
ENSG00000237402,lncRNA,14,0.0000%
ENSG00000204253,processed_pseudogene,14,0.0000%
ENSG00000217643,processed_pseudogene,14,0.0000%
ENSG00000235475,unknow,14,0.0000%
ENSG00000264438,misc_RNA,14,0.0000%
ENSG00000280859,unknow,14,0.0000%
ENSG00000205090,protein_coding,14,0.0000%
ENSG00000233080,transcribed_processed_pseudogene,14,0.0000%
ENSG00000237852,lncRNA,14,0.0000%
ENSG00000247199,lncRNA,14,0.0000%
ENSG00000207146,unknow,14,0.0000%
ENSG00000162687,protein_coding,14,0.0000%
ENSG00000243517,processed_pseudogene,14,0.0000%
ENSG00000206172,protein_coding,14,0.0000%
ENSG00000273108,lncRNA,14,0.0000%
ENSG00000249532,lncRNA,14,0.0000%
ENSG00000269729,lncRNA,14,0.0000%
ENSG00000277327,unprocessed_pseudogene,14,0.0000%
ENSG00000213235,processed_pseudogene,14,0.0000%
ENSG00000254500,processed_pseudogene,14,0.0000%
ENSG00000237638,lncRNA,14,0.0000%
ENSG00000261635,processed_pseudogene,14,0.0000%
ENSG00000268818,lncRNA,14,0.0000%
ENSG00000247699,lncRNA,14,0.0000%
ENSG00000229327,lncRNA,14,0.0000%
ENSG00000214514,unknow,14,0.0000%
ENSG00000226666,processed_pseudogene,14,0.0000%
ENSG00000198440,protein_coding,14,0.0000%
ENSG00000241697,protein_coding,14,0.0000%
ENSG00000183831,protein_coding,14,0.0000%
ENSG00000214369,processed_pseudogene,14,0.0000%
ENSG00000249484,lncRNA,14,0.0000%
ENSG00000245311,lncRNA,14,0.0000%
ENSG00000272330,lncRNA,14,0.0000%
ENSG00000128645,protein_coding,14,0.0000%
ENSG00000261467,lncRNA,14,0.0000%
ENSG00000013293,protein_coding,14,0.0000%
ENSG00000206932,snRNA,14,0.0000%
ENSG00000275016,lncRNA,14,0.0000%
ENSG00000241360,protein_coding,14,0.0000%
ENSG00000256262,lncRNA,14,0.0000%
ENSG00000235079,lncRNA,14,0.0000%
ENSG00000212440,unknow,14,0.0000%
ENSG00000232024,processed_pseudogene,14,0.0000%
ENSG00000263515,miRNA,14,0.0000%
ENSG00000252244,snRNA,14,0.0000%
ENSG00000251504,lncRNA,14,0.0000%
ENSG00000161270,protein_coding,14,0.0000%
ENSG00000229132,processed_pseudogene,14,0.0000%
ENSG00000264635,lncRNA,14,0.0000%
ENSG00000265395,miRNA,14,0.0000%
ENSG00000278504,unknow,14,0.0000%
ENSG00000224729,lncRNA,14,0.0000%
ENSG00000251768,rRNA_pseudogene,14,0.0000%
ENSG00000230561,protein_coding,14,0.0000%
ENSG00000225680,lncRNA,14,0.0000%
ENSG00000178636,transcribed_processed_pseudogene,14,0.0000%
ENSG00000259659,lncRNA,14,0.0000%
ENSG00000239797,processed_pseudogene,14,0.0000%
ENSG00000170523,protein_coding,14,0.0000%
ENSG00000161609,protein_coding,14,0.0000%
ENSG00000215160,transcribed_unprocessed_pseudogene,14,0.0000%
ENSG00000258284,processed_pseudogene,14,0.0000%
ENSG00000267731,lncRNA,14,0.0000%
ENSG00000161652,protein_coding,14,0.0000%
ENSG00000276002,unknow,14,0.0000%
ENSG00000241520,lncRNA,14,0.0000%
ENSG00000258502,lncRNA,14,0.0000%
ENSG00000272030,lncRNA,14,0.0000%
ENSG00000231704,lncRNA,14,0.0000%
ENSG00000200070,snRNA,14,0.0000%
ENSG00000271989,lncRNA,14,0.0000%
ENSG00000233133,unprocessed_pseudogene,14,0.0000%
ENSG00000186842,unknow,14,0.0000%
ENSG00000269752,lncRNA,14,0.0000%
ENSG00000253167,lncRNA,14,0.0000%
ENSG00000258448,processed_pseudogene,14,0.0000%
ENSG00000260141,lncRNA,14,0.0000%
ENSG00000053918,protein_coding,14,0.0000%
ENSG00000212789,processed_pseudogene,14,0.0000%
ENSG00000264956,lncRNA,14,0.0000%
ENSG00000243426,misc_RNA,14,0.0000%
ENSG00000229308,lncRNA,14,0.0000%
ENSG00000161649,protein_coding,14,0.0000%
ENSG00000269303,lncRNA,14,0.0000%
ENSG00000256028,lncRNA,14,0.0000%
ENSG00000225031,processed_pseudogene,14,0.0000%
ENSG00000075886,protein_coding,14,0.0000%
ENSG00000269086,lncRNA,14,0.0000%
ENSG00000273542,protein_coding,14,0.0000%
ENSG00000227083,lncRNA,14,0.0000%
ENSG00000246100,lncRNA,14,0.0000%
ENSG00000263069,lncRNA,14,0.0000%
ENSG00000178404,protein_coding,14,0.0000%
ENSG00000232878,lncRNA,14,0.0000%
ENSG00000214650,lncRNA,14,0.0000%
ENSG00000248988,processed_pseudogene,14,0.0000%
ENSG00000202399,unknow,14,0.0000%
ENSG00000269376,lncRNA,14,0.0000%
ENSG00000142661,protein_coding,14,0.0000%
ENSG00000216866,processed_pseudogene,14,0.0000%
ENSG00000234825,processed_pseudogene,14,0.0000%
ENSG00000226632,processed_pseudogene,15,0.0000%
ENSG00000230364,processed_pseudogene,15,0.0000%
ENSG00000280605,unknow,15,0.0000%
ENSG00000189292,protein_coding,15,0.0000%
ENSG00000273000,unknow,15,0.0000%
ENSG00000279463,lncRNA,15,0.0000%
ENSG00000244380,lncRNA,15,0.0000%
ENSG00000224023,lncRNA,15,0.0000%
ENSG00000200785,snoRNA,15,0.0000%
ENSG00000199172,miRNA,15,0.0000%
ENSG00000216285,processed_pseudogene,15,0.0000%
ENSG00000225210,transcribed_processed_pseudogene,15,0.0000%
ENSG00000278818,unknow,15,0.0000%
ENSG00000279510,unknow,15,0.0000%
ENSG00000142959,protein_coding,15,0.0000%
ENSG00000197046,protein_coding,15,0.0000%
ENSG00000248771,protein_coding,15,0.0000%
ENSG00000253081,snRNA,15,0.0000%
ENSG00000251085,unknow,15,0.0000%
ENSG00000246548,lncRNA,15,0.0000%
ENSG00000268108,lncRNA,15,0.0000%
ENSG00000232372,unknow,15,0.0000%
ENSG00000258698,lncRNA,15,0.0000%
ENSG00000280869,unknow,15,0.0000%
ENSG00000269235,lncRNA,15,0.0000%
ENSG00000275139,lncRNA,15,0.0000%
ENSG00000280249,pseudogene,15,0.0000%
ENSG00000248408,lncRNA,15,0.0000%
ENSG00000237232,lncRNA,15,0.0000%
ENSG00000136250,protein_coding,15,0.0000%
ENSG00000258646,lncRNA,15,0.0000%
ENSG00000274554,lncRNA,15,0.0000%
ENSG00000206603,snoRNA,15,0.0000%
ENSG00000178403,protein_coding,15,0.0000%
ENSG00000258727,lncRNA,15,0.0000%
ENSG00000232149,processed_pseudogene,15,0.0000%
ENSG00000215246,lncRNA,15,0.0000%
ENSG00000177363,protein_coding,15,0.0000%
ENSG00000213920,protein_coding,15,0.0000%
ENSG00000237914,lncRNA,15,0.0000%
ENSG00000236194,lncRNA,15,0.0000%
ENSG00000110448,protein_coding,15,0.0000%
ENSG00000232724,unitary_pseudogene,15,0.0000%
ENSG00000178081,unknow,15,0.0000%
ENSG00000232021,lncRNA,15,0.0000%
ENSG00000146070,protein_coding,15,0.0000%
ENSG00000182256,protein_coding,15,0.0000%
ENSG00000199540,unknow,15,0.0000%
ENSG00000273254,lncRNA,15,0.0000%
ENSG00000228702,processed_pseudogene,15,0.0000%
ENSG00000264076,unknow,15,0.0000%
ENSG00000278966,TEC,15,0.0000%
ENSG00000256897,lncRNA,15,0.0000%
ENSG00000267416,lncRNA,15,0.0000%
ENSG00000259099,processed_pseudogene,15,0.0000%
ENSG00000224349,lncRNA,15,0.0000%
ENSG00000219928,processed_pseudogene,15,0.0000%
ENSG00000155719,protein_coding,15,0.0000%
ENSG00000213189,processed_pseudogene,15,0.0000%
ENSG00000214513,protein_coding,15,0.0000%
ENSG00000267353,lncRNA,15,0.0000%
ENSG00000267559,lncRNA,15,0.0000%
ENSG00000170482,protein_coding,15,0.0000%
ENSG00000130822,protein_coding,15,0.0000%
ENSG00000248441,lncRNA,15,0.0000%
ENSG00000176998,unprocessed_pseudogene,15,0.0000%
ENSG00000241570,lncRNA,15,0.0000%
ENSG00000235436,unknow,15,0.0000%
ENSG00000182366,lncRNA,15,0.0000%
ENSG00000215333,processed_pseudogene,15,0.0000%
ENSG00000260230,protein_coding,15,0.0000%
ENSG00000127241,protein_coding,15,0.0000%
ENSG00000234449,unknow,15,0.0000%
ENSG00000177076,protein_coding,15,0.0000%
ENSG00000271709,lncRNA,15,0.0000%
ENSG00000200354,snoRNA,15,0.0000%
ENSG00000261033,lncRNA,15,0.0000%
ENSG00000226789,processed_pseudogene,15,0.0000%
ENSG00000196172,protein_coding,15,0.0000%
ENSG00000203710,protein_coding,15,0.0000%
ENSG00000197258,processed_pseudogene,15,0.0000%
ENSG00000267277,lncRNA,15,0.0000%
ENSG00000239149,snoRNA,15,0.0000%
ENSG00000239096,snoRNA,15,0.0000%
ENSG00000162006,protein_coding,15,0.0000%
ENSG00000255537,lncRNA,15,0.0000%
ENSG00000228744,processed_pseudogene,15,0.0000%
ENSG00000242430,misc_RNA,15,0.0000%
ENSG00000238358,lncRNA,15,0.0000%
ENSG00000272660,lncRNA,15,0.0000%
ENSG00000243433,lncRNA,15,0.0000%
ENSG00000275431,lncRNA,15,0.0000%
ENSG00000264349,miRNA,15,0.0000%
ENSG00000231858,lncRNA,15,0.0000%
ENSG00000232077,lncRNA,15,0.0000%
ENSG00000203601,lncRNA,15,0.0000%
ENSG00000264727,lncRNA,15,0.0000%
ENSG00000139304,protein_coding,15,0.0000%
ENSG00000186526,protein_coding,15,0.0000%
ENSG00000278950,TEC,15,0.0000%
ENSG00000237705,lncRNA,15,0.0000%
ENSG00000276988,unknow,15,0.0000%
ENSG00000121270,protein_coding,15,0.0000%
ENSG00000224471,processed_pseudogene,15,0.0000%
ENSG00000115252,protein_coding,15,0.0000%
ENSG00000172349,protein_coding,15,0.0000%
ENSG00000232656,lncRNA,15,0.0000%
ENSG00000279705,TEC,15,0.0000%
ENSG00000183347,protein_coding,15,0.0000%
ENSG00000214185,processed_pseudogene,15,0.0000%
ENSG00000235370,transcribed_unprocessed_pseudogene,15,0.0000%
ENSG00000224837,processed_pseudogene,15,0.0000%
ENSG00000241829,processed_pseudogene,15,0.0000%
ENSG00000256377,lncRNA,15,0.0000%
ENSG00000164161,protein_coding,16,0.0000%
